Arıza/Bakım;Bildirim Tarihi;Ekipman Adı;Arıza/Bakım Grubu;Arıza/Bakım Türü;Arıza/Bakım Detayı;Parça Adedi;"Müdahale Başl. 
Tarihi";"Müdahale Bitiş 
Tarihi";Müdahale Başl. Saati;Müdahale Bitiş Saati;Müdahale Süresi (Dk.);Açıklama
Bakım;14.06.2022;Değirmen-1;Mekanik;Selvo Bakım;Selvo Bakım;;13.06.2022;13.06.2022;14:30;14:50;20;Değirmen selvo kontrolleri yapıldı
Bakım;15.06.2022;Değirmen-2;Mekanik;Selvo Bakım;Selvo Bakım;;14.06.2022;14.06.2022;14:50;15:15;25;Değirmen selvo kontrolleri yapıldı
Arıza;16.06.2022;Paketleme-3;Mekanik;Motor Arızası;Motor Zincir Değişimi;1;15.06.2022;15.06.2022;12:00;12:45;45;Paketleme-3 motor zincirlisi değiştirildi
Arıza;17.06.2022;Pres-4;Mekanik;Elevatör Arızası;Elevatör Üst tambur Değişimi;1;16.06.2022;16.06.2022;08:30;16:00;450;Pres-4 elevatörünün üst tamburu ve redüktörü değiştirildi. Milin bilyaları sıfır takıldı
Arıza;17.06.2022;Pres-1;Mekanik;Rulo Arızası;Rulo Değişimi;2;17.06.2022;17.06.2022;08:15;09:30;75;Pres-1 rulo değişimi yapıldı sıfır rulo takıldı.
Bakım;17.06.2022;Pres-2;Mekanik;Rulo Bakımı;Rulo Toplama;;17.06.2022;17.06.2022;09:00;12:00;180;2 adet sıfır rulo toplandı
Arıza;17.06.2022;Pres-4;Mekanik;Disk Arızası;Disk Civata Değişimi;1;17.06.2022;17.06.2022;08:15;08:45;30;Pres-4 disk civataları kesmişti değiştirldi, ayar yapıldı
Bakım;17.06.2022;Expander-1;Mekanik;Expander Bakımı;Expander Bakımı;;17.06.2022;17.06.2022;08:45;09:00;15;Expander-1 ön gömlek ve konileri kontrol edildi
Bakım;17.06.2022;Expander-4;Mekanik;Expander Bakımı;Expander Bakımı;;17.06.2022;17.06.2022;09:00;09:15;15;Expander-4 ön gömlek ve konileri kontrol edildi
Arıza;18.06.2022;Kondisyonel-1;Mekanik;Ön Mil Yatak Arızası;Ön Mil Yatak Keçe Değişimi;;17.06.2022;17.06.2022;09:20;11:15;115;Kondisyonel-1 ön milin keçeleri değiştirildi Yatağa kaynak yapıldı
Arıza;19.06.2022;Pres Eleği-2;Mekanik;Akış Arızası;Akış Arızası;;18.06.2022;18.06.2022;14:30;15:00;30;Pres eleği-2 akışa 4 adet kova gelmişti alındı
Bakım;20.06.2022;Pres Elevatörü-1;Mekanik;Kova Bakımı;Kova Değişimi;20;19.06.2022;19.06.2022;08:10;09:30;80;Pres elevatörü-1 eksik ve kırık kovalar vardı değiştirildi
Bakım;21.06.2022;Pres Elevatörü-2;Mekanik;Kova Bakımı;Kova Değişimi;23;20.06.2022;20.06.2022;09:30;10:30;60;Pres elevatörü-2 eksik ve kırık kovalar vardı değiştirildi
Arıza;22.06.2022;Sarsak-3;Mekanik;Piston Arızası;Piston Arızası;;21.06.2022;21.06.2022;10:45;11:30;45;Sarsak-3 üst pistonun oturduğu ayağın demiri çatlamıştı değiştirildi
Bakım;22.06.2022;Pres Elevatörü-3;Mekanik;Tambur Bakımı;Tambur Bakımı;;22.06.2022;22.06.2022;11:00;11:40;40;Pres elevatörü-3 motor tarafındaki tamburu ayarlandı
Bakım;22.06.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;22.06.2022;22.06.2022;00:10;00:35;25;Elekler 4*3 oldu vuran taraf 3 oldu
Bakım;22.06.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;22.06.2022;22.06.2022;00:35;01:00;25;Elekler 4*3 oldu vuran taraf 3 oldu
Arıza;22.06.2022;Pres Eleği-1;Mekanik;Akış Arızası;Akış Arızası;;22.06.2022;22.06.2022;08:00;08:15;15;Pres eleği-1 akışından 2 adet kova alındı
Arıza;22.06.2022;Paketleme-1;Mekanik;Kefe Arızası;Kefe Arızası;;22.06.2022;22.06.2022;14:00;15:30;90;Yeni fabrika paketleme-1 kefenin kantar mili kırılmıştı kaynatıldı
Bakım;23.06.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;22.06.2022;22.06.2022;08:30;08:45;15;Elekler 3*3 oldu
Bakım;23.06.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;23.06.2022;23.06.2022;08:45;09:00;15;Elekler 3*3 oldu
Bakım;24.06.2022;Pres Elevatörü-4;Mekanik;Kestemit Bakımı;Kestemit Bakımı;;23.06.2022;23.06.2022;09:30;10:00;30;Yeni fabrika pres elevatörü-4 akıştaki kestamit bitmişti değiştirildi
Bakım;25.06.2022;Pres Elevatörü;Mekanik;Elevatör Bakımı;Elevatör Bakımı;;24.06.2022;24.06.2022;13:20;16:00;160;Eski fabrika pres elevatörünün kovaları ve ek yeri kontrol edildi sağ-sol ayarı yapıldı
Bakım;26.06.2022;Değirmen-1;Mekanik;Çekiç Bakımı;Çekiç Ters -Düz Yapılması;;25.06.2022;25.06.2022;09:00;10:30;90;Yeni fabrika değirmen-1 çekiçler ters-düz yapıldı elekler 4*4 yapıldı
Bakım;27.06.2022;Değirmen-2;Mekanik;Çekiç Bakımı;Çekiç Ters -Düz Yapılması;;26.06.2022;26.06.2022;10:30;12:00;90;Yeni fabrika değirmen-2 çekiçler ters-düz yapıldı elekler 4*4 yapıldı
Arıza;28.06.2022;Değirmen-1;Mekanik;Devir Bekçisi Arızası;Sensör Ayağı Değişimi;;27.06.2022;27.06.2022;22:40;23:50;70;Değirmen-1 devir bekçisi sensör ayağı değiştirildi
Bakım;29.06.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;28.06.2022;28.06.2022;23:50;00:05;15;Elekler 5*4 yapıldı
Arıza;29.06.2022;Expander-2;Mekanik;Ön Gömlek Arızası;Ön Gömlek Değişimi;1;29.06.2022;29.06.2022;00:30;01:40;70;Expander-2 ön gömleği dağılmıştı değiştirildi
Arıza;29.06.2022;Expander-2;Mekanik;Kafa Padıl Arızası;Kafa Padıl Değişimi;1;29.06.2022;29.06.2022;01:40;02:40;60;Expander-2 kafa padıl değişimi yapıldı
Arıza;29.06.2022;Expander-2;Mekanik;Stop Cıvata Arızası;Stop Cıvata Değişimi;3;29.06.2022;29.06.2022;02:40;03:00;20;Expander-2 3 adet stop civatası değiştirildi
Arıza;29.06.2022;Expander-2;Mekanik;Kırıcı Arıza;Kırıcı Arıza;;29.06.2022;29.06.2022;03:00;03:30;30;Expander-2 kırıcı yaprakları kopmuştu kaynatıldı
Arıza;29.06.2022;Pres-2;Mekanik;Sigorta Arızası;Sigorta Değişimi;1;29.06.2022;29.06.2022;10:00;10:30;30;Pres-2 sigorta kesmişti değiştirildi
Arıza;30.06.2022;Pres Eleği-2;Mekanik;Lastik Arızası;Lastik Değişimi;;29.06.2022;29.06.2022;09:10;10:00;50;Pres eleği-2 lastiği patlaktı değiştirildi
Bakım;1.07.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;30.06.2022;30.06.2022;08:30;08:40;10;Elekler 4*4 oldu
Bakım;1.07.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;1.07.2022;1.07.2022;08:40;08:50;10;Elekler 4*4 oldu
Arıza;1.07.2022;Mikser;Mekanik;Mısır Suyu Pompa Arızası;Mısır Suyu Pompa Değişimi;;1.07.2022;1.07.2022;14:00;15:10;70;Yeni fabrika miksere mısır suyu basan pompa değişimi yapıldı
Arıza;1.07.2022;Kondisyonel-4;Mekanik;Motor Arızası;Motor Kayış Değişimi;4;1.07.2022;1.07.2022;19:30;20:15;45;Kondisyonel-4  kayışları yandı, değiştirildi.
Arıza;1.07.2022;Paketleme-4;Mekanik;Kefe Arızası;Kefe Arızası;;1.07.2022;1.07.2022;04:45;04:55;10;Yeni fabrika paketleme-4 kefe pistonun yerinden çıkmıştı takıldı
Arıza;1.07.2022;Sarsak-3;Mekanik;Sarsak Arızası;Sarsak Arızası;;1.07.2022;1.07.2022;14:30;14:55;25;Sarsak-3 mal kaçırıyordu kaçak yerleri kapatıldı
Bakım;1.07.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;1.07.2022;1.07.2022;09:00;09:15;15;Elekler 4*4 oldu
Bakım;1.07.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;1.07.2022;1.07.2022;09:15;09:30;15;Elekler 4*4 oldu
Bakım;1.07.2022;Pres-4;Mekanik;Motor Kayış Bakımı;Motor Kayış Bakımı;;1.07.2022;1.07.2022;09:00;09:30;30;Pres-4 motor kayışları gerildi
Arıza;1.07.2022;Paketleme-3;Mekanik;Zincir Arızası;Zincir Arızası;;1.07.2022;1.07.2022;11:00;12:00;60;Paketleme-3 zinciri ek yerinden koptu yapıldı
Bakım;1.07.2022;Expander-4;Mekanik;Koni Yağ Bakımı;Koni Yağ Bakımı;;1.07.2022;1.07.2022;15:00;15:35;35;Expander-4 koni yağ değişimi yapıldı
Arıza;1.07.2022;Değirmen-1;Mekanik;Besleme Arızası;Besleme Arızası;;1.07.2022;1.07.2022;18:20;18:35;15;Değirmen-1 beslemesi sıkışmıştı açıldı
Bakım;2.07.2022;Mikser;Mekanik;Mikser Bakımı;Mikser Bakımı;;1.07.2022;1.07.2022;13:50;14:10;20;Yeni fabrika mikserde kaçaklar vardı kapatıldı
Arıza;3.07.2022;Mikser ;Mekanik;Havalı Vana Arızası;Havalı Vana Arızası;;2.07.2022;2.07.2022;08:30;12:00;210;Yeni fabrika mikser yanındaki tankların havalı vanaları kaçak vardı yapıldı
Arıza;4.07.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;2;3.07.2022;3.07.2022;08:20;08:30;10;2 adet patlak elek vardı değiştirildi
Arıza;5.07.2022;Expander-3;Mekanik;Kırıcı Arıza;Kırıcı Arıza;;4.07.2022;4.07.2022;11:30;12:10;40;Expander-3 kırıcı sıkışmıştı temizlendi
Bakım;6.07.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Bakımı;;5.07.2022;5.07.2022;12:00;12:08;8;Değirmen-1 elek ve çekiçler kontrol edildi
Bakım;7.07.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Bakımı;;6.07.2022;6.07.2022;12:08;12:15;7;Değirmen-2 elek ve çekiçler kontrol edildi
Bakım;8.07.2022;Paketleme-1;Mekanik;Kefe Motor Bakımı;Kefe Motor Bakımı;;7.07.2022;7.07.2022;14:00;16:00;120;Eski fabrika paketleme-1 kefe motoru için redüktör ve motor hazırlandı
Bakım;8.07.2022;Paketleme-2;Mekanik;Vibratör Bakımı;Vibratör Bakımı;;8.07.2022;8.07.2022;14:00;15:15;75;Eski fabrika paketleme-2 bunkere redüktör kaynatıldı
Arıza;8.07.2022;Değirmen-1;Mekanik;Besleme Arızası;Besleme Arızası;;8.07.2022;8.07.2022;17:00;17:15;15;Değirmen-1 beslemesi sıkışmıştı açıldı
Bakım;8.07.2022;Pres-1;Mekanik;Pres Bakımı;Pres Bakımı;;8.07.2022;8.07.2022;09:30;12:00;150;Pres-1 rulmanları kontrol edilip yağlandı sabitleme ayağı kırıktı kaynak yapıldı
Bakım;8.07.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;8.07.2022;8.07.2022;21:25;21:50;25;Elekler4*3 oldu vuran taraf 3
Bakım;11.07.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;8.07.2022;8.07.2022;21:50;22:05;15;Elekler4*3 oldu vuran taraf 3
Arıza;12.07.2022;Sarsak-3;Mekanik;Piston Arızası;Piston Arızası;;11.07.2022;11.07.2022;03:30;03:45;15;Sarsak-3 piston açmıyordu hava hortumu değiştirildi
Bakım;13.07.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;12.07.2022;12.07.2022;04:30;04:50;20;Elekler 3*3 oldu
Bakım;14.07.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;13.07.2022;13.07.2022;04:50;05:10;20;Elekler 3*3 oldu
Bakım;15.07.2022;Değirmen-2;Mekanik;Alt Çene Bakımı;Alt Çene Değişimi;2;14.07.2022;14.07.2022;09:00;12:00;180;Değirmen-2 alt çene değişimi yapıldı
Bakım;15.07.2022;Değirmen-2;Mekanik;Çekiç Bakımı;Çekiç Değişimi;304;15.07.2022;15.07.2022;12:00;14:00;120;Değirmen-2 çekiç değişimi yapıldı
Bakım;15.07.2022;Değirmen-2;Mekanik;Mil Bakımı;Mil Değişimi;16;15.07.2022;15.07.2022;14:00;16:00;120;Değirmen-2 mil değişimş yapıldı
Bakım;15.07.2022;Expander-4;Mekanik;Kafa Padıl Bakımı;Kafa Padıl Değişimi;1;15.07.2022;15.07.2022;11:30;13:30;120;Expander-4 kafa padılı değimi yapıldı
Bakım;15.07.2022;Pres-Küçük;Mekanik;Pres Bakımı;Pres Bakımı;;15.07.2022;15.07.2022;11:30;16:30;300;Pres-Küçük ayna ve toz çemberinde kaçaklar vardı kaynakla giderildi
Bakım;15.07.2022;Teleskopik Bant-1;Mekanik;Bant Bakımı;Bant Bakımı;;15.07.2022;15.07.2022;15:15;15:30;15;Teleskopik Bant-1 gergi ayarı yapıldı
Bakım;15.07.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;15.07.2022;15.07.2022;15:30;15:45;15;Elekler 4*4 oldu. 
Bakım;15.07.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;15.07.2022;15.07.2022;15:45;16:00;15;Elekler 4*4 oldu. 
Bakım;15.07.2022;Değirmen-1;Mekanik;Çekiç Bakımı;Çekiç Bakımı;;15.07.2022;15.07.2022;08:35;08:50;15;Elekler ve çekiçler kontrol edildi
Bakım;15.07.2022;Değirmen-2;Mekanik;Çekiç Bakımı;Çekiç Bakımı;;15.07.2022;15.07.2022;08:50;09:10;20;Elekler ve çekiçler kontrol edildi
Bakım;15.07.2022;Teleskopik Bant-3;Mekanik;Bant Bakımı;Bant Bakımı;;15.07.2022;15.07.2022;23:00;23:20;20;Teleskopik Bant-3 gergi ayarı yapıldı
Arıza;15.07.2022;Teleskopik Bant-1;Mekanik;Bant Arızası;Bant Arızası;;15.07.2022;15.07.2022;22:40;23:40;60;Bant çalışmıyordu kabloları yenilendi
Arıza;15.07.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;15.07.2022;15.07.2022;01:45;02:15;30;1 tane patlak elek vardı değiştirildi
Arıza;15.07.2022;Pres-3;Mekanik;Sigorta Arızası;Sigorta Değişimi;1;15.07.2022;15.07.2022;10:20;11:00;40;Pres-3 sigorta kesmişti yenisi ile değiştirildi
Arıza;15.07.2022;Pres-4;Mekanik;Disk Arızası;Disk Civata değişimi;5;15.07.2022;15.07.2022;08:15;13:15;300;Pres-4 cıvata kesmişti değişitildi. Rulo mili çatlamıştı kaynak yapıldı
Arıza;16.07.2022;Sarsak-3;Mekanik;Basınç Saati Arızası;Basınç Saati Değişimi;1;15.07.2022;15.07.2022;14:00;14:20;20;Sarsak basınç saati patlamıştı değiştirildi
Bakım;17.07.2022;Değirmen-1;Mekanik;Selvo Bakım;Selvo Bakım;;16.07.2022;16.07.2022;14:30;14:50;20;Değirmen selvo kontrolleri yapıldı
Bakım;17.07.2022;Değirmen-2;Mekanik;Selvo Bakım;Selvo Bakım;;17.07.2022;17.07.2022;14:50;15:15;25;Değirmen selvo kontrolleri yapıldı
Arıza;17.07.2022;Paketleme-3;Mekanik;Motor Arızası;Motor Zincir Değişimi;1;17.07.2022;17.07.2022;12:00;12:45;45;Paketleme-3 motor zincirlisi değiştirildi
Arıza;17.07.2022;Pres-4;Mekanik;Elevatör Arızası;Elevatör Üst tambur Değişimi;1;17.07.2022;17.07.2022;08:30;16:00;450;Pres-4 elevatörünün üst tamburu ve redüktörü değiştirildi. Milin bilyaları sıfır takıldı
Arıza;17.07.2022;Pres-1;Mekanik;Rulo Arızası;Rulo Değişimi;2;17.07.2022;17.07.2022;08:15;09:30;75;Pres-1 rulo değişimi yapıldı sıfır rulo takıldı.
Bakım;17.07.2022;Pres-2;Mekanik;Rulo Bakımı;Rulo Toplama;;17.07.2022;17.07.2022;09:00;12:00;180;2 adet sıfır rulo toplandı
Arıza;17.07.2022;Pres-4;Mekanik;Disk Arızası;Disk Civata Değişimi;1;17.07.2022;17.07.2022;08:15;08:45;30;Pres-4 disk civataları kesmişti değiştirldi, ayar yapıldı
Bakım;17.07.2022;Expander-1;Mekanik;Expander Bakımı;Expander Bakımı;;17.07.2022;17.07.2022;08:45;09:00;15;Expander-1 ön gömlek ve konileri kontrol edildi
Bakım;18.07.2022;Expander-4;Mekanik;Expander Bakımı;Expander Bakımı;;17.07.2022;17.07.2022;09:00;09:15;15;Expander-4 ön gömlek ve konileri kontrol edildi
Arıza;18.07.2022;Kondisyonel-1;Mekanik;Ön Mil Yatak Arızası;Ön Mil Yatak Keçe Değişimi;;18.07.2022;18.07.2022;09:20;11:15;115;Kondisyonel-1 ön milin keçeleri değiştirildi Yatağa kaynak yapıldı
Bakım;18.07.2022;Değirmen-1;Mekanik;Çekiç Bakımı;Çekiç Bakımı;;18.07.2022;18.07.2022;19:15;19:40;25;Elekler 3*4 oldu. Vuran taraf 3
Bakım;18.07.2022;Değirmen-2;Mekanik;Çekiç Bakımı;Çekiç Bakımı;;18.07.2022;18.07.2022;19:40;20:05;25;Elekler 3*4 oldu. Vuran taraf 3
Arıza;18.07.2022;Expander-3;Mekanik;Taç Arızası;Taç Değişimi;1;18.07.2022;18.07.2022;09:00;10:15;75;Expander-3 taç değişimi yapıldı
Arıza;18.07.2022;Expander-3;Mekanik;Koni Arızası;Koni Değişimi;1;18.07.2022;18.07.2022;10:15;11:30;75;Expander-3 koni değişimi yapıldı
Arıza;18.07.2022;Expander-3;Mekanik;Kırıcı Eleği Arızası;Kırıcı Eleği Değişimi;1;18.07.2022;18.07.2022;11:30;12:30;60;Expander-3 kırıcı eleği değişimi yapıldı
Arıza;18.07.2022;Pres-2;Mekanik;Vinas Pompa Arızası;Vinas Pompa Değişimi;1;18.07.2022;18.07.2022;08:00;09:50;110;Pres-2 vinas pompası değiştirildi
Arıza;19.07.2022;Pres-3;Mekanik;Disk Arızası;Disk Değişimi;1;18.07.2022;18.07.2022;08:00;11:00;180;Pres-3 disk değişimi yapıldı taşlanmış disk takıldı
Arıza;20.07.2022;Pres-3;Mekanik;Rulo Arızası;Rulo Değişimi;2;19.07.2022;19.07.2022;11:00;12:00;60;Pres-3 rulo değişimi yapıldı çıkma rulo takıldı
Arıza;21.07.2022;Pres Eleği-2;Mekanik;Lastik Arızası;Lastik Değişimi;;20.07.2022;20.07.2022;14:15;16:00;105;Pres eleği-2 lastiği patlaktı değiştirildi
Arıza;22.07.2022;Pres-2;Mekanik;Rulo Arızası;Rulo Değişimi;2;21.07.2022;21.07.2022;14:15;16:30;135;Pres-2 rulo değişimi yapıldı çıkma rulo takıldı
Bakım;23.07.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;22.07.2022;22.07.2022;08:00;08:15;15;Elekler 4*4 yapıldı
Bakım;24.07.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;23.07.2022;23.07.2022;08:15;08:30;15;Elekler 4*4 yapıldı
Arıza;25.07.2022;Pres-1;Mekanik;Disk Arızası;Disk Değişimi;1;24.07.2022;24.07.2022;08:15;10:30;135;Pres-1 disk değişimi yapıldı sıfır disk takıldı
Arıza;26.07.2022;Pres-1;Mekanik;Rulo Arızası;Rulo Değişimi;2;25.07.2022;25.07.2022;10:30;12:30;120;Pres-1 rulo değişimi yapıldı sıfır rulo takıldı
Arıza;26.07.2022;Pres-1;Mekanik;Aşınma Ringi Arızası;Aşınma Ringi Değişimi;1;26.07.2022;26.07.2022;13:30;15:00;90;Pres-1 aşınma ringi değiştirildi
Bakım;26.07.2022;Pres-3;Mekanik;Rulo Bakımı;Rulo Toplama;2;26.07.2022;26.07.2022;09:10;12:45;215;2 adet sıfır rulo toplandı
Bakım;26.07.2022;Pres-2;Mekanik;Rulo Bakımı;Rulo Toplama;2;26.07.2022;26.07.2022;13:45;16:30;165;2 adet sıfır rulo toplandı
Arıza;26.07.2022;Sarsak-3;Mekanik;Piston Arızası;Piston Arızası;;26.07.2022;26.07.2022;18:30;19:00;30;Yeni fabrika sarsak-3 piston valfinin hortumu değiştirildi
Arıza;26.07.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;26.07.2022;26.07.2022;19:10;19:40;30;1 tane patlak elek vardı değiştirildi
Bakım;26.07.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;26.07.2022;26.07.2022;12:00;12:20;20;Elekler 4*3 oldu vuran taraf 3
Bakım;26.07.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;26.07.2022;26.07.2022;12:20;12:40;20;Elekler 4*3 oldu vuran taraf 3
Bakım;26.07.2022;Expander-3;Mekanik;Kafa Padıl Bakımı;Kafa Padıl Değişimi;1;26.07.2022;26.07.2022;08:00;09:00;60;Expander-3 kafa padıl değiştirildi
Arıza;26.07.2022;Paketleme-3;Mekanik;Dikiş Makinası Arızası;Dikiş Makinası Arızası;;26.07.2022;26.07.2022;21:10;21:30;20;Paketleme-3 dikiş makinasının kayışı kopmuştu değiştirildi
Arıza;26.07.2022;Pres Elevatörü-1;Mekanik;Akış Arızası;Akış Arızası;;26.07.2022;26.07.2022;22:45;23:10;25;Yeni fabrika 1 nolu pres elevatörünün akışında delik vardı kapatıldı
Bakım;26.07.2022;Kondisyonel-2;Mekanik;Padıl Bakımı;Padıl Değişimi;;26.07.2022;26.07.2022;08:30;16:30;480;Kondisyonel-2 melasiyerin padılları komple değiştirildi
Arıza;27.07.2022;Pres-1;Mekanik;Bıçak Arızası;Bıçak Arızası;;26.07.2022;26.07.2022;23:10;23:40;30;Pres-1 bıçağı çıkmıştı yerine takıldı
Arıza;28.07.2022;Pres Eleği-2;Mekanik;Lastik Arızası;Lastik Değişimi;;27.07.2022;27.07.2022;18:40;19:30;50;Yeni fabrika pres eleği-2 lastik patlamıştı değişirildi
Arıza;29.07.2022;Mikser;Mekanik;Kapak Arızası;Kapak Arızası;;28.07.2022;28.07.2022;11:00;11:20;20;Eski fabrika mikserin kapağı açmıyordu valfi yağlandı
Bakım;30.07.2022;Pres-1;Mekanik;Kasnak Bakımı;Rulman Değişimi;1;29.07.2022;29.07.2022;08:00;12:00;240;Pres-1 kasnak kaplin yanındaki yatak rulmanı değiştirildi
Arıza;31.07.2022;Mikser;Mekanik;Kapak Arızası;Kapak Arızası;;30.07.2022;30.07.2022;02:55;03:10;15;Eski fabrika mikserin kapağı açmıyordu valfi yağlandı
Arıza;1.08.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;1;31.07.2022;31.07.2022;07:10;07:35;25;1 tane patlak elek vardı değiştirildi
Bakım;2.08.2022;Kondisyonel-2;Mekanik;Padıl Bakımı;Padıl Bakımı;;1.08.2022;1.08.2022;09:20;09:30;10;Kondisyonel-2 padılları kontrol edildi
Arıza;3.08.2022;Sarsak-4;Mekanik;Piston Arızası;Piston Arızası;;2.08.2022;2.08.2022;19:15;19:50;35;Yeni fabrika sarsak-4 alt piston açmıyordu bakıldı
Arıza;4.08.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;2;3.08.2022;3.08.2022;08:30;08:50;20;2 tane patlak elek vardı değiştirildi
Bakım;5.08.2022;Pres Elevatörü-3;Mekanik;Kayış Bakımı;Kayış Bakımı;;4.08.2022;4.08.2022;15:35;15:50;15;Pres Elevatörü-3 kayış ayarı yapılmıştır
Bakım;6.08.2022;Pres Elevatörü-4;Mekanik;Kayış Bakımı;Kayış Bakımı;;5.08.2022;5.08.2022;15:50;16:05;15;Pres Elevatörü-4 kayış ayarı yapılmıştır
Arıza;7.08.2022;Paketleme-4;Mekanik;Motor Arızası;Motor Değişimi;;6.08.2022;6.08.2022;14:30;15:00;30;Paketleme-4 zincirlinin motoru değiştirildi
Arıza;8.08.2022;Pres Eleği-2;Mekanik;Lastik Arızası;Lastik Değişimi;;7.08.2022;7.08.2022;10:00;11:00;60;Pres eleği-2 lastiği patlaktı değiştirildi
Bakım;9.08.2022;Paketleme-4;Mekanik;Zincir Bakımı;Zincir Padıl Değişimi;;8.08.2022;8.08.2022;14:00;17:00;180;Paketleme-4 zicirlisinin padıllarının yarısı değiştirildi
Arıza;10.08.2022;Pres Eleği-4;Mekanik;Elek Arızası;Elek Arızası;;9.08.2022;9.08.2022;08:10;10:15;125;Pres Eleği-4 elek patlaktı tamir edildi ve süpürge değişimi yapıldı
Arıza;11.08.2022;Kondisyonel-3;Mekanik;Ön Mil Yatak Arızası;Ön Mil Yatak Bilya Değişimi;;10.08.2022;10.08.2022;11:30;16:25;295;Kondüksiyonel-3 motor tarafondaki ön mil yatak bilyası değiştirildi
Bakım;12.08.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Değişimi;;11.08.2022;11.08.2022;11:00;11:15;15;Elekler 4*4 oldu. 
Bakım;13.08.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Değişimi;;12.08.2022;12.08.2022;11:15;11:30;15;Elekler 4*4 oldu. 
Bakım;14.08.2022;Paketleme-4;Mekanik;Zincir Bakımı;Zincir Padıl Değişimi;;13.08.2022;13.08.2022;12:50;14:20;90;Paketleme-4 zicirlisinin padıllarının yarısı değiştirildi
Arıza;15.08.2022;Pres-4;Mekanik;Rulo Arızası;Rulo Değişimi;;14.08.2022;14.08.2022;08:15;11:50;215;Pres-4 rulo rulmanları dağılmıştı rulolar değiştirildi
Arıza;16.08.2022;Pres-3;Mekanik;Melas Pompa Arızası;Melas Pompa Değişimi;1;15.08.2022;15.08.2022;14:30;15:00;30;3 nolu günlük pres pompası değişti
Arıza;17.08.2022;Pres-1;Mekanik;Rulo Arızası;Rulo Değişimi;2;16.08.2022;16.08.2022;08:30;09:25;55;Pres-1 rulo değişimi yapıldı sıfır rulo takıldı.
Arıza;18.08.2022;Pres-1;Mekanik;Disk Arızası;Disk Değişimi;1;17.08.2022;17.08.2022;09:25;12:30;185;Pres-1 disk değişimi yapıldı sıfır disk yapıldı
Arıza;19.08.2022;Değirmen-1;Mekanik;Elek Arızası;Elek Değişimi;1;18.08.2022;18.08.2022;09:30;09:45;15;1 tane patlak elek vardı değiştirildi
Arıza;19.08.2022;Değirmen-2;Mekanik;Elek Arızası;Elek Değişimi;1;19.08.2022;19.08.2022;09:45;10:00;15;1 tane patlak elek vardı değiştirildi
Bakım;19.08.2022;Paketleme-3;Mekanik;Zincir Bakımı;Zincir Padıl Değişimi;;19.08.2022;19.08.2022;13:00;13:45;45;Paketleme-3 zicirlisinin padıllarının yarısı değiştirildi
Arıza;19.08.2022;Expander-1;Mekanik;Kırıcı Arıza;Kaplin Değişimi;;19.08.2022;19.08.2022;10:20;11:40;80;Expander-1 kırıcının kaplini kırılmıştı yenisi ile değiştirildi
Arıza;19.08.2022;Pres-3;Mekanik;Melas Pompa Arızası;Melas Motor Değişimi;1;19.08.2022;19.08.2022;19:45;22:40;175;Pres-3 melas gelmiyordu motor poampası yanmış elektrikçi ile değişimi yapıldı
Bakım;19.08.2022;Değirmen-1;Mekanik;Elek Bakımı;Elek Bakımı;;19.08.2022;19.08.2022;23:00;23:30;30;Elekler 4*3 oldu. 
Bakım;19.08.2022;Değirmen-2;Mekanik;Elek Bakımı;Elek Bakımı;;19.08.2022;19.08.2022;23:30;00:00;30;Elekler 4*3 oldu. 
