,bayii,sipariş_miktarı,irsaliye_miktarı,fatura_miktarı,ürün_adı,birim_fiyat,alt_top,kdv,genel_toplam,kayıt_tarihi,onay_tarihi,istenen_teslimT,son_irsaliyeT,sevk_performansı,zamanında,kayıt_eden
2022-11-11 18:00:00,Ege Yem A.Ş.,1551.0,1551,1551,20 A,395,612645,110276.09999999999,722921.1,2022-11-11 18:00:00,2022-11-11 18:00:00,2022-11-16 18:00:00,2022-12-07 18:00:00,21,0,Sevkiyat-Bekir
2022-11-11 19:00:00,Karadeniz Yem A.Ş.,893.0,893,893,Toklu Besi,545,486685,87603.3,574288.3,2022-11-11 19:00:00,2022-11-11 19:00:00,2022-11-15 19:00:00,2022-11-24 19:00:00,9,0,Sevkiyat-Ekrem
2022-11-11 20:00:00,Ege Yem A.Ş.,243.0,243,243,Trend 21 XS,380,92340,16621.2,108961.2,2022-11-11 20:00:00,2022-11-11 20:00:00,2022-11-17 20:00:00,2022-12-03 20:00:00,16,0,Sevkiyat-Ekrem
2022-11-11 21:00:00,Güney Anadolu Yem A.Ş.,1378.0,1378,1378,Trend XS,395,544310,97975.8,642285.8,2022-11-11 21:00:00,2022-11-11 21:00:00,2022-11-14 21:00:00,2022-11-18 21:00:00,4,0,Sevkiyat-Bekir
2022-11-11 22:00:00,İç Anadolu Yem A.Ş.,1623.0,1623,1623,GRN Yonca Süt,520,843960,151912.8,995872.8,2022-11-11 22:00:00,2022-11-11 22:00:00,2022-11-15 22:00:00,2022-12-05 22:00:00,20,0,Sevkiyat-Bekir
2022-11-11 23:00:00,Güney Anadolu Yem A.Ş.,1761.0,1761,1761,Buzağı Büyütme,380,669180,120452.4,789632.4,2022-11-11 23:00:00,2022-11-11 23:00:00,2022-11-15 23:00:00,2022-11-30 23:00:00,15,0,Sevkiyat-Mehmet
2022-11-12 00:00:00,Akdeniz Yem A.Ş.,716.0,716,716,Buzağı Büyütme,380,272080,48974.4,321054.4,2022-11-12 00:00:00,2022-11-12 00:00:00,2022-11-18 00:00:00,2022-12-05 00:00:00,17,0,Sevkiyat-Davut
2022-11-12 01:00:00,Marmara Yem A.Ş.,645.0,645,645,Trend 19,460,296700,53406.0,350106.0,2022-11-12 01:00:00,2022-11-12 01:00:00,2022-11-16 01:00:00,2022-12-02 01:00:00,16,0,Sevkiyat-Davut
2022-11-12 02:00:00,Akdeniz Yem A.Ş.,75.0,75,75,20 A,395,29625,5332.5,34957.5,2022-11-12 02:00:00,2022-11-12 02:00:00,2022-11-18 02:00:00,2022-11-26 02:00:00,8,0,Sevkiyat-Bekir
2022-11-12 03:00:00,Marmara Yem A.Ş.,242.0,242,242,Trend 21 XS,380,91960,16552.8,108512.8,2022-11-12 03:00:00,2022-11-12 03:00:00,2022-11-17 03:00:00,2022-11-20 03:00:00,3,0,Sevkiyat-Davut
2022-11-12 04:00:00,İç Anadolu Yem A.Ş.,1024.0,1024,1024,GRN Yonca Süt,520,532480,95846.4,628326.4,2022-11-12 04:00:00,2022-11-12 04:00:00,2022-11-15 04:00:00,2022-11-18 04:00:00,3,0,Sevkiyat-Onur
2022-11-12 05:00:00,Güney Anadolu Yem A.Ş.,62.0,62,62,Buzağı Büyütme,380,23560,4240.8,27800.8,2022-11-12 05:00:00,2022-11-12 05:00:00,2022-11-17 05:00:00,2022-12-16 05:00:00,29,0,Sevkiyat-Ekrem
2022-11-12 06:00:00,Güney Anadolu Yem A.Ş.,1494.0,1494,1494,Trend 21 XS,380,567720,102189.59999999999,669909.6,2022-11-12 06:00:00,2022-11-12 06:00:00,2022-11-18 06:00:00,2022-12-14 06:00:00,26,0,Sevkiyat-Bekir
2022-11-12 07:00:00,Güney Anadolu Yem A.Ş.,1132.0,1132,1132,Yonca Besi,560,633920,114105.59999999999,748025.6,2022-11-12 07:00:00,2022-11-12 07:00:00,2022-11-16 07:00:00,2022-12-09 07:00:00,23,0,Sevkiyat-Mehmet
2022-11-12 08:00:00,Akdeniz Yem A.Ş.,704.0,704,704,20 X,420,295680,53222.4,348902.4,2022-11-12 08:00:00,2022-11-12 08:00:00,2022-11-18 08:00:00,2022-12-17 08:00:00,29,0,Sevkiyat-Bekir
2022-11-12 09:00:00,Güney Anadolu Yem A.Ş.,1463.0,1463,1463,Toklu Besi,545,797335,143520.3,940855.3,2022-11-12 09:00:00,2022-11-12 09:00:00,2022-11-15 09:00:00,2022-12-11 09:00:00,26,0,Sevkiyat-Onur
2022-11-12 10:00:00,Akdeniz Yem A.Ş.,1695.0,1695,1695,Trend 19,460,779700,140346.0,920046.0,2022-11-12 10:00:00,2022-11-12 10:00:00,2022-11-15 10:00:00,2022-12-01 10:00:00,16,0,Sevkiyat-Bekir
2022-11-12 11:00:00,Akdeniz Yem A.Ş.,1829.0,1829,1829,Kuzu Büyütme,520,951080,171194.4,1122274.4,2022-11-12 11:00:00,2022-11-12 11:00:00,2022-11-18 11:00:00,2022-12-14 11:00:00,26,0,Sevkiyat-Davut
2022-11-12 12:00:00,Güney Anadolu Yem A.Ş.,95.0,95,95,20 X,420,39900,7182.0,47082.0,2022-11-12 12:00:00,2022-11-12 12:00:00,2022-11-16 12:00:00,2022-12-13 12:00:00,27,0,Sevkiyat-Onur
2022-11-12 13:00:00,Karadeniz Yem A.Ş.,132.0,132,132,Buzağı Büyütme,380,50160,9028.8,59188.8,2022-11-12 13:00:00,2022-11-12 13:00:00,2022-11-18 13:00:00,2022-11-29 13:00:00,11,0,Sevkiyat-Onur
2022-11-12 16:00:00,Güney Anadolu Yem A.Ş.,541.0,541,541,Trend 21,410,221810,39925.799999999996,261735.8,2022-11-12 16:00:00,2022-11-12 16:00:00,2022-11-16 16:00:00,2022-11-20 16:00:00,4,0,Sevkiyat-Onur
2022-11-12 17:00:00,Doğu Anadolu Yem A.Ş.,241.0,241,241,Koyun Süt,440,106040,19087.2,125127.2,2022-11-12 17:00:00,2022-11-12 17:00:00,2022-11-15 17:00:00,2022-12-12 17:00:00,27,0,Sevkiyat-Ekrem
2022-11-12 18:00:00,İç Anadolu Yem A.Ş.,1112.0,1112,1112,20 X,420,467040,84067.2,551107.2,2022-11-12 18:00:00,2022-11-12 18:00:00,2022-11-16 18:00:00,2022-11-27 18:00:00,11,0,Sevkiyat-Bekir
2022-11-12 19:00:00,Doğu Anadolu Yem A.Ş.,879.0,879,879,Trend Besi,545,479055,86229.9,565284.9,2022-11-12 19:00:00,2022-11-12 19:00:00,2022-11-18 19:00:00,2022-11-20 19:00:00,2,0,Sevkiyat-Davut
2022-11-12 21:00:00,Doğu Anadolu Yem A.Ş.,1885.0,1885,1885,Besi Bitirme,430,810550,145899.0,956449.0,2022-11-12 21:00:00,2022-11-12 21:00:00,2022-11-18 21:00:00,2022-11-23 21:00:00,5,0,Sevkiyat-Davut
2022-11-12 22:00:00,Ege Yem A.Ş.,741.0,741,741,Trend X,410,303810,54685.799999999996,358495.8,2022-11-12 22:00:00,2022-11-12 22:00:00,2022-11-16 22:00:00,2022-12-07 22:00:00,21,0,Sevkiyat-Onur
2022-11-12 23:00:00,Marmara Yem A.Ş.,1634.0,1634,1634,Atax 18,495,808830,145589.4,954419.4,2022-11-12 23:00:00,2022-11-12 23:00:00,2022-11-17 23:00:00,2022-12-06 23:00:00,19,0,Sevkiyat-Ekrem
2022-11-13 00:00:00,İç Anadolu Yem A.Ş.,1115.0,1115,1115,Trend XS,395,440425,79276.5,519701.5,2022-11-13 00:00:00,2022-11-13 00:00:00,2022-11-16 00:00:00,2022-12-13 00:00:00,27,0,Sevkiyat-Bekir
2022-11-13 01:00:00,İç Anadolu Yem A.Ş.,797.0,797,797,A Besi,515,410455,73881.9,484336.9,2022-11-13 01:00:00,2022-11-13 01:00:00,2022-11-18 01:00:00,2022-12-08 01:00:00,20,0,Sevkiyat-Davut
2022-11-13 03:00:00,Ege Yem A.Ş.,1882.0,1882,1882,Trend 21,410,771620,138891.6,910511.6,2022-11-13 03:00:00,2022-11-13 03:00:00,2022-11-18 03:00:00,2022-11-24 03:00:00,6,0,Sevkiyat-Davut
2022-11-13 05:00:00,Marmara Yem A.Ş.,972.0,972,972,Atax 18,495,481140,86605.2,567745.2,2022-11-13 05:00:00,2022-11-13 05:00:00,2022-11-19 05:00:00,2022-12-09 05:00:00,20,0,Sevkiyat-Bekir
2022-11-13 06:00:00,Ege Yem A.Ş.,860.0,860,860,Trend Besi,545,468700,84366.0,553066.0,2022-11-13 06:00:00,2022-11-13 06:00:00,2022-11-16 06:00:00,2022-12-03 06:00:00,17,0,Sevkiyat-Ekrem
2022-11-13 08:00:00,İç Anadolu Yem A.Ş.,110.0,110,110,21 XS,450,49500,8910.0,58410.0,2022-11-13 08:00:00,2022-11-13 08:00:00,2022-11-19 08:00:00,2022-12-04 08:00:00,15,0,Sevkiyat-Davut
2022-11-13 09:00:00,Karadeniz Yem A.Ş.,1050.0,1050,1050,Trend 19,460,483000,86940.0,569940.0,2022-11-13 09:00:00,2022-11-13 09:00:00,2022-11-17 09:00:00,2022-12-01 09:00:00,14,0,Sevkiyat-Mehmet
2022-11-13 10:00:00,Akdeniz Yem A.Ş.,857.0,857,857,GRN Yonca Süt,520,445640,80215.2,525855.2,2022-11-13 10:00:00,2022-11-13 10:00:00,2022-11-18 10:00:00,2022-12-13 10:00:00,25,0,Sevkiyat-Onur
2022-11-13 11:00:00,Akdeniz Yem A.Ş.,1933.0,1933,1933,20 A,395,763535,137436.3,900971.3,2022-11-13 11:00:00,2022-11-13 11:00:00,2022-11-18 11:00:00,2022-11-24 11:00:00,6,0,Sevkiyat-Davut
2022-11-13 13:00:00,Doğu Anadolu Yem A.Ş.,805.0,805,805,Trend XS,395,317975,57235.5,375210.5,2022-11-13 13:00:00,2022-11-13 13:00:00,2022-11-18 13:00:00,2022-11-19 13:00:00,1,0,Sevkiyat-Onur
2022-11-13 14:00:00,Karadeniz Yem A.Ş.,498.0,498,498,Gebe Düve,520,258960,46612.799999999996,305572.8,2022-11-13 14:00:00,2022-11-13 14:00:00,2022-11-18 14:00:00,2022-12-16 14:00:00,28,0,Sevkiyat-Davut
2022-11-13 15:00:00,Doğu Anadolu Yem A.Ş.,1315.0,1315,1315,Trend 19,460,604900,108882.0,713782.0,2022-11-13 15:00:00,2022-11-13 15:00:00,2022-11-19 15:00:00,2022-11-22 15:00:00,3,0,Sevkiyat-Bekir
2022-11-13 17:00:00,Marmara Yem A.Ş.,352.0,352,352,20 A,395,139040,25027.2,164067.2,2022-11-13 17:00:00,2022-11-13 17:00:00,2022-11-16 17:00:00,2022-11-28 17:00:00,12,0,Sevkiyat-Onur
2022-11-13 18:00:00,Akdeniz Yem A.Ş.,487.0,487,487,Trend Besi,545,265415,47774.7,313189.7,2022-11-13 18:00:00,2022-11-13 18:00:00,2022-11-18 18:00:00,2022-11-24 18:00:00,6,0,Sevkiyat-Bekir
2022-11-13 19:00:00,Ege Yem A.Ş.,1958.0,1958,1958,GRN Yonca Süt,520,1018160,183268.8,1201428.8,2022-11-13 19:00:00,2022-11-13 19:00:00,2022-11-16 19:00:00,2022-11-16 19:00:00,0,1,Sevkiyat-Ekrem
2022-11-13 20:00:00,İç Anadolu Yem A.Ş.,368.0,368,368,Kuzu Besi ,460,169280,30470.399999999998,199750.4,2022-11-13 20:00:00,2022-11-13 20:00:00,2022-11-16 20:00:00,2022-11-25 20:00:00,9,0,Sevkiyat-Bekir
2022-11-13 22:00:00,Doğu Anadolu Yem A.Ş.,1438.0,1438,1438,Gebe Düve,520,747760,134596.8,882356.8,2022-11-13 22:00:00,2022-11-13 22:00:00,2022-11-18 22:00:00,2022-12-13 22:00:00,25,0,Sevkiyat-Mehmet
2022-11-13 23:00:00,Güney Anadolu Yem A.Ş.,1653.0,1653,1653,Gebe Düve,520,859560,154720.8,1014280.8,2022-11-13 23:00:00,2022-11-13 23:00:00,2022-11-18 23:00:00,2022-11-30 23:00:00,12,0,Sevkiyat-Davut
2022-11-14 00:00:00,Ege Yem A.Ş.,1999.0,1999,1999,Gebe Düve,520,1039480,187106.4,1226586.4,2022-11-14 00:00:00,2022-11-14 00:00:00,2022-11-19 00:00:00,2022-11-19 00:00:00,0,1,Sevkiyat-Davut
2022-11-14 01:00:00,Güney Anadolu Yem A.Ş.,1577.0,1577,1577,Kuzu Besi ,460,725420,130575.59999999999,855995.6,2022-11-14 01:00:00,2022-11-14 01:00:00,2022-11-19 01:00:00,2022-12-04 01:00:00,15,0,Sevkiyat-Davut
2022-11-14 02:00:00,İç Anadolu Yem A.Ş.,1355.0,1355,1355,Kuzu Besi ,460,623300,112194.0,735494.0,2022-11-14 02:00:00,2022-11-14 02:00:00,2022-11-18 02:00:00,2022-12-12 02:00:00,24,0,Sevkiyat-Ekrem
2022-11-14 03:00:00,Güney Anadolu Yem A.Ş.,1015.0,1015,1015,Trend X,410,416150,74907.0,491057.0,2022-11-14 03:00:00,2022-11-14 03:00:00,2022-11-19 03:00:00,2022-12-11 03:00:00,22,0,Sevkiyat-Bekir
2022-11-14 04:00:00,Akdeniz Yem A.Ş.,732.0,732,732,Kuzu Besi ,460,336720,60609.6,397329.6,2022-11-14 04:00:00,2022-11-14 04:00:00,2022-11-20 04:00:00,2022-12-12 04:00:00,22,0,Sevkiyat-Onur
2022-11-14 05:00:00,Doğu Anadolu Yem A.Ş.,1069.0,1069,1069,Trend Besi,545,582605,104868.9,687473.9,2022-11-14 05:00:00,2022-11-14 05:00:00,2022-11-18 05:00:00,2022-12-10 05:00:00,22,0,Sevkiyat-Ekrem
2022-11-14 06:00:00,İç Anadolu Yem A.Ş.,1911.0,1911,1911,Trend X,410,783510,141031.8,924541.8,2022-11-14 06:00:00,2022-11-14 06:00:00,2022-11-19 06:00:00,2022-12-17 06:00:00,28,0,Sevkiyat-Ekrem
2022-11-14 08:00:00,Doğu Anadolu Yem A.Ş.,1354.0,1354,1354,Trend XS,395,534830,96269.4,631099.4,2022-11-14 08:00:00,2022-11-14 08:00:00,2022-11-18 08:00:00,2022-11-28 08:00:00,10,0,Sevkiyat-Ekrem
2022-11-14 09:00:00,Karadeniz Yem A.Ş.,1732.0,1732,1732,Trend Besi,545,943940,169909.19999999998,1113849.2,2022-11-14 09:00:00,2022-11-14 09:00:00,2022-11-17 09:00:00,2022-11-22 09:00:00,5,0,Sevkiyat-Bekir
2022-11-14 10:00:00,Karadeniz Yem A.Ş.,833.0,833,833,Trend 21,410,341530,61475.399999999994,403005.4,2022-11-14 10:00:00,2022-11-14 10:00:00,2022-11-20 10:00:00,2022-12-18 10:00:00,28,0,Sevkiyat-Ekrem
2022-11-14 11:00:00,Güney Anadolu Yem A.Ş.,601.0,601,601,Besi Bitirme,430,258430,46517.4,304947.4,2022-11-14 11:00:00,2022-11-14 11:00:00,2022-11-17 11:00:00,2022-12-15 11:00:00,28,0,Sevkiyat-Onur
2022-11-14 13:00:00,Akdeniz Yem A.Ş.,793.0,793,793,Trend 19,460,364780,65660.4,430440.4,2022-11-14 13:00:00,2022-11-14 13:00:00,2022-11-19 13:00:00,2022-12-17 13:00:00,28,0,Sevkiyat-Onur
2022-11-14 14:00:00,Akdeniz Yem A.Ş.,1920.0,1920,1920,21 X,530,1017600,183168.0,1200768.0,2022-11-14 14:00:00,2022-11-14 14:00:00,2022-11-18 14:00:00,2022-12-01 14:00:00,13,0,Sevkiyat-Davut
2022-11-14 15:00:00,Karadeniz Yem A.Ş.,603.0,603,603,A Besi,515,310545,55898.1,366443.1,2022-11-14 15:00:00,2022-11-14 15:00:00,2022-11-18 15:00:00,2022-12-03 15:00:00,15,0,Sevkiyat-Bekir
2022-11-14 16:00:00,İç Anadolu Yem A.Ş.,545.0,545,545,GRN Yonca Süt,520,283400,51012.0,334412.0,2022-11-14 16:00:00,2022-11-14 16:00:00,2022-11-19 16:00:00,2022-12-08 16:00:00,19,0,Sevkiyat-Davut
2022-11-14 17:00:00,Güney Anadolu Yem A.Ş.,1362.0,1362,1362,20 X,420,572040,102967.2,675007.2,2022-11-14 17:00:00,2022-11-14 17:00:00,2022-11-18 17:00:00,2022-11-19 17:00:00,1,0,Sevkiyat-Mehmet
2022-11-14 18:00:00,Karadeniz Yem A.Ş.,1590.0,1590,1590,Trend 21 XS,380,604200,108756.0,712956.0,2022-11-14 18:00:00,2022-11-14 18:00:00,2022-11-17 18:00:00,2022-11-29 18:00:00,12,0,Sevkiyat-Ekrem
2022-11-14 19:00:00,Marmara Yem A.Ş.,975.0,975,975,Trend 19,460,448500,80730.0,529230.0,2022-11-14 19:00:00,2022-11-14 19:00:00,2022-11-19 19:00:00,2022-11-23 19:00:00,4,0,Sevkiyat-Davut
2022-11-14 20:00:00,Doğu Anadolu Yem A.Ş.,1774.0,1774,1774,Trend Besi,545,966830,174029.4,1140859.4,2022-11-14 20:00:00,2022-11-14 20:00:00,2022-11-19 20:00:00,2022-12-15 20:00:00,26,0,Sevkiyat-Davut
2022-11-14 21:00:00,Akdeniz Yem A.Ş.,1128.0,1128,1128,Kuzu Besi ,460,518880,93398.4,612278.4,2022-11-14 21:00:00,2022-11-14 21:00:00,2022-11-17 21:00:00,2022-11-19 21:00:00,2,0,Sevkiyat-Mehmet
2022-11-14 22:00:00,Karadeniz Yem A.Ş.,572.0,572,572,Koyun Süt,440,251680,45302.4,296982.4,2022-11-14 22:00:00,2022-11-14 22:00:00,2022-11-20 22:00:00,2022-12-02 22:00:00,12,0,Sevkiyat-Davut
2022-11-14 23:00:00,Marmara Yem A.Ş.,1527.0,1527,1527,Buzağı Büyütme,380,580260,104446.8,684706.8,2022-11-14 23:00:00,2022-11-14 23:00:00,2022-11-19 23:00:00,2022-12-11 23:00:00,22,0,Sevkiyat-Mehmet
2022-11-15 00:00:00,Ege Yem A.Ş.,213.0,213,213,Toklu Besi,545,116085,20895.3,136980.3,2022-11-15 00:00:00,2022-11-15 00:00:00,2022-11-18 00:00:00,2022-11-19 00:00:00,1,0,Sevkiyat-Mehmet
2022-11-15 01:00:00,Akdeniz Yem A.Ş.,172.0,172,172,Kuzu Büyütme,520,89440,16099.199999999999,105539.2,2022-11-15 01:00:00,2022-11-15 01:00:00,2022-11-20 01:00:00,2022-11-30 01:00:00,10,0,Sevkiyat-Ekrem
2022-11-15 03:00:00,Ege Yem A.Ş.,453.0,453,453,Yonca Besi,560,253680,45662.4,299342.4,2022-11-15 03:00:00,2022-11-15 03:00:00,2022-11-20 03:00:00,2022-12-19 03:00:00,29,0,Sevkiyat-Bekir
2022-11-15 04:00:00,Karadeniz Yem A.Ş.,581.0,581,581,Besi Bitirme,430,249830,44969.4,294799.4,2022-11-15 04:00:00,2022-11-15 04:00:00,2022-11-21 04:00:00,2022-12-10 04:00:00,19,0,Sevkiyat-Ekrem
2022-11-15 05:00:00,Güney Anadolu Yem A.Ş.,1923.0,1923,1923,21 X,530,1019190,183454.19999999998,1202644.2,2022-11-15 05:00:00,2022-11-15 05:00:00,2022-11-21 05:00:00,2022-12-03 05:00:00,12,0,Sevkiyat-Mehmet
2022-11-15 07:00:00,Güney Anadolu Yem A.Ş.,599.0,599,599,Trend 19,460,275540,49597.2,325137.2,2022-11-15 07:00:00,2022-11-15 07:00:00,2022-11-18 07:00:00,2022-12-13 07:00:00,25,0,Sevkiyat-Mehmet
2022-11-15 08:00:00,Marmara Yem A.Ş.,1028.0,1028,1028,Gebe Düve,520,534560,96220.8,630780.8,2022-11-15 08:00:00,2022-11-15 08:00:00,2022-11-21 08:00:00,2022-12-06 08:00:00,15,0,Sevkiyat-Ekrem
2022-11-15 09:00:00,Ege Yem A.Ş.,1115.0,1115,1115,Gebe Düve,520,579800,104364.0,684164.0,2022-11-15 09:00:00,2022-11-15 09:00:00,2022-11-19 09:00:00,2022-12-16 09:00:00,27,0,Sevkiyat-Onur
2022-11-15 10:00:00,Ege Yem A.Ş.,970.0,970,970,A Besi,515,499550,89919.0,589469.0,2022-11-15 10:00:00,2022-11-15 10:00:00,2022-11-19 10:00:00,2022-11-28 10:00:00,9,0,Sevkiyat-Bekir
2022-11-15 11:00:00,İç Anadolu Yem A.Ş.,1427.0,1427,1427,Buzağı Büyütme,380,542260,97606.8,639866.8,2022-11-15 11:00:00,2022-11-15 11:00:00,2022-11-21 11:00:00,2022-12-15 11:00:00,24,0,Sevkiyat-Bekir
2022-11-15 12:00:00,Doğu Anadolu Yem A.Ş.,284.0,284,284,Toklu Besi,545,154780,27860.399999999998,182640.4,2022-11-15 12:00:00,2022-11-15 12:00:00,2022-11-20 12:00:00,2022-11-26 12:00:00,6,0,Sevkiyat-Bekir
2022-11-15 14:00:00,Doğu Anadolu Yem A.Ş.,72.0,72,72,A Besi,515,37080,6674.4,43754.4,2022-11-15 14:00:00,2022-11-15 14:00:00,2022-11-18 14:00:00,2022-12-10 14:00:00,22,0,Sevkiyat-Bekir
2022-11-15 15:00:00,Güney Anadolu Yem A.Ş.,1161.0,1161,1161,Trend 21 XS,380,441180,79412.4,520592.4,2022-11-15 15:00:00,2022-11-15 15:00:00,2022-11-18 15:00:00,2022-11-23 15:00:00,5,0,Sevkiyat-Onur
2022-11-15 16:00:00,Doğu Anadolu Yem A.Ş.,904.0,904,904,Kuzu Büyütme,520,470080,84614.4,554694.4,2022-11-15 16:00:00,2022-11-15 16:00:00,2022-11-19 16:00:00,2022-12-16 16:00:00,27,0,Sevkiyat-Onur
2022-11-15 18:00:00,Akdeniz Yem A.Ş.,864.0,864,864,GRN Yonca Süt,520,449280,80870.4,530150.4,2022-11-15 18:00:00,2022-11-15 18:00:00,2022-11-18 18:00:00,2022-11-22 18:00:00,4,0,Sevkiyat-Bekir
2022-11-15 19:00:00,Marmara Yem A.Ş.,1678.0,1678,1678,20 X,420,704760,126856.79999999999,831616.8,2022-11-15 19:00:00,2022-11-15 19:00:00,2022-11-18 19:00:00,2022-11-19 19:00:00,1,0,Sevkiyat-Ekrem
2022-11-15 20:00:00,Güney Anadolu Yem A.Ş.,60.0,60,60,Trend 21 XS,380,22800,4104.0,26904.0,2022-11-15 20:00:00,2022-11-15 20:00:00,2022-11-18 20:00:00,2022-12-01 20:00:00,13,0,Sevkiyat-Ekrem
2022-11-15 21:00:00,Ege Yem A.Ş.,1626.0,1626,1626,Gebe Düve,520,845520,152193.6,997713.6,2022-11-15 21:00:00,2022-11-15 21:00:00,2022-11-19 21:00:00,2022-12-11 21:00:00,22,0,Sevkiyat-Onur
2022-11-15 22:00:00,Marmara Yem A.Ş.,584.0,584,584,Kuzu Büyütme,520,303680,54662.4,358342.4,2022-11-15 22:00:00,2022-11-15 22:00:00,2022-11-18 22:00:00,2022-11-21 22:00:00,3,0,Sevkiyat-Onur
2022-11-15 23:00:00,Karadeniz Yem A.Ş.,461.0,461,461,21 XS,450,207450,37341.0,244791.0,2022-11-15 23:00:00,2022-11-15 23:00:00,2022-11-19 23:00:00,2022-11-24 23:00:00,5,0,Sevkiyat-Ekrem
2022-11-16 00:00:00,İç Anadolu Yem A.Ş.,653.0,653,653,Besi 18 Geliştirme,550,359150,64647.0,423797.0,2022-11-16 00:00:00,2022-11-16 00:00:00,2022-11-20 00:00:00,2022-12-10 00:00:00,20,0,Sevkiyat-Davut
2022-11-16 01:00:00,Akdeniz Yem A.Ş.,305.0,305,305,GRN Yonca Süt,520,158600,28548.0,187148.0,2022-11-16 01:00:00,2022-11-16 01:00:00,2022-11-20 01:00:00,2022-12-14 01:00:00,24,0,Sevkiyat-Onur
2022-11-16 02:00:00,Ege Yem A.Ş.,1577.0,1577,1577,Trend 21 XS,380,599260,107866.8,707126.8,2022-11-16 02:00:00,2022-11-16 02:00:00,2022-11-22 02:00:00,2022-12-19 02:00:00,27,0,Sevkiyat-Onur
2022-11-16 03:00:00,İç Anadolu Yem A.Ş.,486.0,486,486,Atax 18,495,240570,43302.6,283872.6,2022-11-16 03:00:00,2022-11-16 03:00:00,2022-11-19 03:00:00,2022-11-21 03:00:00,2,0,Sevkiyat-Onur
2022-11-16 04:00:00,Marmara Yem A.Ş.,348.0,348,348,21 X,530,184440,33199.2,217639.2,2022-11-16 04:00:00,2022-11-16 04:00:00,2022-11-21 04:00:00,2022-11-24 04:00:00,3,0,Sevkiyat-Mehmet
2022-11-16 05:00:00,Akdeniz Yem A.Ş.,1117.0,1117,1117,Gebe Düve,520,580840,104551.2,685391.2,2022-11-16 05:00:00,2022-11-16 05:00:00,2022-11-21 05:00:00,2022-12-15 05:00:00,24,0,Sevkiyat-Ekrem
2022-11-16 07:00:00,İç Anadolu Yem A.Ş.,1515.0,1515,1515,Trend X,410,621150,111807.0,732957.0,2022-11-16 07:00:00,2022-11-16 07:00:00,2022-11-20 07:00:00,2022-11-27 07:00:00,7,0,Sevkiyat-Ekrem
2022-11-16 09:00:00,Ege Yem A.Ş.,1786.0,1786,1786,Gebe Düve,520,928720,167169.6,1095889.6,2022-11-16 09:00:00,2022-11-16 09:00:00,2022-11-22 09:00:00,2022-12-10 09:00:00,18,0,Sevkiyat-Ekrem
2022-11-16 11:00:00,Karadeniz Yem A.Ş.,60.0,60,60,Besi Bitirme,430,25800,4644.0,30444.0,2022-11-16 11:00:00,2022-11-16 11:00:00,2022-11-22 11:00:00,2022-12-01 11:00:00,9,0,Sevkiyat-Davut
2022-11-16 12:00:00,Güney Anadolu Yem A.Ş.,1224.0,1224,1224,20 X,420,514080,92534.4,606614.4,2022-11-16 12:00:00,2022-11-16 12:00:00,2022-11-22 12:00:00,2022-11-28 12:00:00,6,0,Sevkiyat-Ekrem
2022-11-16 14:00:00,Ege Yem A.Ş.,1202.0,1202,1202,Trend 19,460,552920,99525.59999999999,652445.6,2022-11-16 14:00:00,2022-11-16 14:00:00,2022-11-19 14:00:00,2022-11-19 14:00:00,0,1,Sevkiyat-Onur
2022-11-16 15:00:00,Marmara Yem A.Ş.,1341.0,1341,1341,Besi Bitirme,430,576630,103793.4,680423.4,2022-11-16 15:00:00,2022-11-16 15:00:00,2022-11-20 15:00:00,2022-11-21 15:00:00,1,0,Sevkiyat-Davut
2022-11-16 16:00:00,Karadeniz Yem A.Ş.,1405.0,1405,1405,Yonca Besi,560,786800,141624.0,928424.0,2022-11-16 16:00:00,2022-11-16 16:00:00,2022-11-22 16:00:00,2022-12-10 16:00:00,18,0,Sevkiyat-Onur
2022-11-16 17:00:00,İç Anadolu Yem A.Ş.,751.0,751,751,GRN Yonca Süt,520,390520,70293.59999999999,460813.6,2022-11-16 17:00:00,2022-11-16 17:00:00,2022-11-20 17:00:00,2022-12-05 17:00:00,15,0,Sevkiyat-Ekrem
2022-11-16 18:00:00,Akdeniz Yem A.Ş.,751.0,751,751,20 X,420,315420,56775.6,372195.6,2022-11-16 18:00:00,2022-11-16 18:00:00,2022-11-19 18:00:00,2022-11-23 18:00:00,4,0,Sevkiyat-Bekir
2022-11-16 19:00:00,Akdeniz Yem A.Ş.,1272.0,1272,1272,21 X,530,674160,121348.79999999999,795508.8,2022-11-16 19:00:00,2022-11-16 19:00:00,2022-11-22 19:00:00,2022-11-28 19:00:00,6,0,Sevkiyat-Bekir
2022-11-16 20:00:00,Güney Anadolu Yem A.Ş.,1381.0,1381,1381,GRN Yonca Süt,520,718120,129261.59999999999,847381.6,2022-11-16 20:00:00,2022-11-16 20:00:00,2022-11-22 20:00:00,2022-12-06 20:00:00,14,0,Sevkiyat-Onur
2022-11-16 21:00:00,Doğu Anadolu Yem A.Ş.,955.0,955,955,Koyun Süt,440,420200,75636.0,495836.0,2022-11-16 21:00:00,2022-11-16 21:00:00,2022-11-20 21:00:00,2022-11-22 21:00:00,2,0,Sevkiyat-Davut
2022-11-16 23:00:00,Ege Yem A.Ş.,1309.0,1309,1309,Toklu Besi,545,713405,128412.9,841817.9,2022-11-16 23:00:00,2022-11-16 23:00:00,2022-11-20 23:00:00,2022-12-02 23:00:00,12,0,Sevkiyat-Davut
