,Ham madde tedarikçileri,Sipariş Miktarı,İrsaliye Miktarı,Fatura Miktarı,Ham madde ürün adı,Br. Fiyat,Alt Toplam,KDV,Genel Toplam,Sipariş Tarihi,İstenen Teslim Tarihi,Gerçekleşen Teslim Tarihi,En Son İrsaliye Tarihi,Sevk Performansı (Gün),Zamanında,Sipariş Açan
2022-10-10 21:00:00,Formül Hammadde Tic. A.Ş.,11.0,11,11,Organik selenyum,925.0,10175.0,1831.5,12006.5,2022-10-10 21:00:00,2022-10-12 21:00:00,2022-10-14 21:00:00,2022-10-14 21:00:00,0,0,Satınalma-Sıddık
2022-10-10 22:00:00,Karadere Hammadde Tic. A.Ş.,13.0,13,13,Tuz,150.0,1950.0,351.0,2301.0,2022-10-10 22:00:00,2022-10-12 22:00:00,2022-10-13 22:00:00,2022-10-13 22:00:00,0,0,Satınalma -Süreyya
2022-10-10 23:00:00,LDK Hammadde Tic. A.Ş.,26.0,26,26,Kepek,3000,78000,14040.0,92040.0,2022-10-10 23:00:00,2022-10-12 23:00:00,2022-10-16 23:00:00,2022-10-16 23:00:00,0,0,Satınalma-Kasım
2022-10-11 00:00:00,Tahsinli Hammadde Tic. A.Ş.,100.0,100,100,Fındık küspesi,4300,430000,77400.0,507400.0,2022-10-11 00:00:00,2022-10-13 00:00:00,2022-10-15 00:00:00,2022-10-15 00:00:00,0,0,Satınalma-Sıddık
2022-10-11 01:00:00,Ordulu Hammadde Tic. A.Ş.,170.0,170,170,Fındık küspesi,4300,731000,131580.0,862580.0,2022-10-11 01:00:00,2022-10-13 01:00:00,2022-10-17 01:00:00,2022-10-17 01:00:00,0,0,Satınalma-Seyfettin
2022-10-11 02:00:00,Ordulu Hammadde Tic. A.Ş.,63.0,63,63,Fındık küspesi,4300,270900,48762.0,319662.0,2022-10-11 02:00:00,2022-10-13 02:00:00,2022-10-13 02:00:00,2022-10-13 02:00:00,0,0,Satınalma-Seyfettin
2022-10-11 03:00:00,Tahsinli Hammadde Tic. A.Ş.,164.0,164,164,Mısır,6000,984000,177120.0,1161120.0,2022-10-11 03:00:00,2022-10-13 03:00:00,2022-10-13 03:00:00,2022-10-13 03:00:00,0,0,Satınalma-Sıddık
2022-10-11 04:00:00,Hasankaya Hammadde Tic. A.Ş.,191.0,191,191,Buğday,9250,1766750,318015.0,2084765.0,2022-10-11 04:00:00,2022-10-13 04:00:00,2022-10-13 04:00:00,2022-10-13 04:00:00,0,0,Satınalma-Tahir
2022-10-11 05:00:00,Dünya Hammadde Tic. A.Ş.,13.0,13,13,Tuz,150.0,1950.0,351.0,2301.0,2022-10-11 05:00:00,2022-10-14 05:00:00,2022-10-18 05:00:00,2022-10-18 05:00:00,0,0,Satınalma-Kasım
2022-10-11 06:00:00,Asrın Hammadde Tic. A.Ş.,17.0,17,17,İthal kepek,270.0,4590.0,826.1999999999999,5416.2,2022-10-11 06:00:00,2022-10-13 06:00:00,2022-10-15 06:00:00,2022-10-15 06:00:00,0,0,Satınalma-Kasım
2022-10-11 07:00:00,Edirne Hammadde Tic. A.Ş.,140.0,140,140,Masarasyon suyu,860,120400,21672.0,142072.0,2022-10-11 07:00:00,2022-10-13 07:00:00,2022-10-17 07:00:00,2022-10-17 07:00:00,1,0,Satınalma-Tahir
2022-10-11 08:00:00,Buhara Hammadde Tic. A.Ş.,11.0,11,11,Kekik aroması,920.0,10120.0,1821.6,11941.6,2022-10-11 08:00:00,2022-10-13 08:00:00,2022-10-13 08:00:00,2022-10-13 08:00:00,0,0,Satınalma-Kasım
2022-10-11 09:00:00,Karadere Hammadde Tic. A.Ş.,91.0,91,91,Masarasyon suyu,860,78260,14086.8,92346.8,2022-10-11 09:00:00,2022-10-14 09:00:00,2022-10-15 09:00:00,2022-10-15 09:00:00,0,0,Satınalma-Kasım
2022-10-11 10:00:00,Şamıtlı Hammadde Tic. A.Ş.,124.0,124,124,Arpa,7500,930000,167400.0,1097400.0,2022-10-11 10:00:00,2022-10-14 10:00:00,2022-10-18 10:00:00,2022-10-18 10:00:00,0,0,Satınalma-Seyfettin
2022-10-11 11:00:00,Ordulu Hammadde Tic. A.Ş.,110.0,110,110,Mısır,6000,660000,118800.0,778800.0,2022-10-11 11:00:00,2022-10-13 11:00:00,2022-10-17 11:00:00,2022-10-17 11:00:00,0,0,Satınalma-Sıddık
2022-10-11 12:00:00,Tahsinli Hammadde Tic. A.Ş.,6.0,6,6,Natmin,250.0,1500.0,270.0,1770.0,2022-10-11 12:00:00,2022-10-14 12:00:00,2022-10-15 12:00:00,2022-10-15 12:00:00,0,0,Satınalma-Tahir
2022-10-11 13:00:00,Ordulu Hammadde Tic. A.Ş.,193.0,193,193,Arpa,7500,1447500,260550.0,1708050.0,2022-10-11 13:00:00,2022-10-13 13:00:00,2022-10-16 13:00:00,2022-10-16 13:00:00,0,0,Satınalma-Kasım
2022-10-11 14:00:00,Karadere Hammadde Tic. A.Ş.,118.0,118,118,Fındık küspesi,4300,507400,91332.0,598732.0,2022-10-11 14:00:00,2022-10-14 14:00:00,2022-10-16 14:00:00,2022-10-16 14:00:00,0,0,Satınalma-Seyfettin
2022-10-11 15:00:00,Dünya Hammadde Tic. A.Ş.,101.0,101,101,Arpa,7500,757500,136350.0,893850.0,2022-10-11 15:00:00,2022-10-13 15:00:00,2022-10-16 15:00:00,2022-10-16 15:00:00,0,0,Satınalma-Tahir
2022-10-11 16:00:00,Iğdır Hammadde Tic. A.Ş.,36.0,36,36,Razmol,1100,39600,7128.0,46728.0,2022-10-11 16:00:00,2022-10-13 16:00:00,2022-10-17 16:00:00,2022-10-17 16:00:00,0,0,Satınalma-Seyfettin
2022-10-11 17:00:00,Salihli Hammadde Tic. A.Ş.,16.0,16,16,İthal kepek,270.0,4320.0,777.6,5097.6,2022-10-11 17:00:00,2022-10-13 17:00:00,2022-10-17 17:00:00,2022-10-17 17:00:00,1,0,Satınalma-Seyfettin
2022-10-11 18:00:00,Asrın Hammadde Tic. A.Ş.,8.0,8,8,Natmin,250.0,2000.0,360.0,2360.0,2022-10-11 18:00:00,2022-10-14 18:00:00,2022-10-14 18:00:00,2022-10-14 18:00:00,0,0,Satınalma -Süreyya
2022-10-11 19:00:00,Tahsinli Hammadde Tic. A.Ş.,96.0,96,96,Arpa,7500,720000,129600.0,849600.0,2022-10-11 19:00:00,2022-10-13 19:00:00,2022-10-14 19:00:00,2022-10-14 19:00:00,0,0,Satınalma-Kasım
2022-10-11 20:00:00,Karadere Hammadde Tic. A.Ş.,110.0,110,110,Mısır,6000,660000,118800.0,778800.0,2022-10-11 20:00:00,2022-10-13 20:00:00,2022-10-17 20:00:00,2022-10-17 20:00:00,0,0,Satınalma-Kasım
2022-10-11 21:00:00,LDK Hammadde Tic. A.Ş.,9.0,9,9,Tuz,150.0,1350.0,243.0,1593.0,2022-10-11 21:00:00,2022-10-13 21:00:00,2022-10-14 21:00:00,2022-10-14 21:00:00,0,0,Satınalma-Seyfettin
2022-10-11 22:00:00,Karadere Hammadde Tic. A.Ş.,31.0,31,31,Mısır,6000,186000,33480.0,219480.0,2022-10-11 22:00:00,2022-10-13 22:00:00,2022-10-14 22:00:00,2022-10-14 22:00:00,0,0,Satınalma-Kasım
2022-10-11 23:00:00,Edirne Hammadde Tic. A.Ş.,66.0,66,66,ATK (%26-28),180,11880,2138.4,14018.4,2022-10-11 23:00:00,2022-10-13 23:00:00,2022-10-14 23:00:00,2022-10-14 23:00:00,0,0,Satınalma-Kasım
2022-10-12 00:00:00,Karadere Hammadde Tic. A.Ş.,12.0,12,12,Organik selenyum,925.0,11100.0,1998.0,13098.0,2022-10-12 00:00:00,2022-10-15 00:00:00,2022-10-16 00:00:00,2022-10-16 00:00:00,0,0,Satınalma-Kasım
2022-10-12 01:00:00,Hasankaya Hammadde Tic. A.Ş.,183.0,183,183,Razmol,1100,201300,36234.0,237534.0,2022-10-12 01:00:00,2022-10-15 01:00:00,2022-10-16 01:00:00,2022-10-16 01:00:00,0,1,Satınalma -Süreyya
2022-10-12 02:00:00,Uğrakdere Hammadde Tic. A.Ş.,37.0,37,37,Masarasyon suyu,860,31820,5727.599999999999,37547.6,2022-10-12 02:00:00,2022-10-15 02:00:00,2022-10-17 02:00:00,2022-10-17 02:00:00,0,0,Satınalma -Süreyya
2022-10-12 03:00:00,Panama Hammadde Tic. A.Ş.,14.0,14,14,Organik selenyum,925.0,12950.0,2331.0,15281.0,2022-10-12 03:00:00,2022-10-15 03:00:00,2022-10-16 03:00:00,2022-10-16 03:00:00,0,0,Satınalma-Seyfettin
2022-10-12 04:00:00,Ruşeym Hammadde Tic. A.Ş.,30.0,30,30,Bisküvit,950,28500,5130.0,33630.0,2022-10-12 04:00:00,2022-10-15 04:00:00,2022-10-18 04:00:00,2022-10-18 04:00:00,0,0,Satınalma-Kasım
2022-10-12 05:00:00,Ruşeym Hammadde Tic. A.Ş.,11.0,11,11,Organik selenyum,925.0,10175.0,1831.5,12006.5,2022-10-12 05:00:00,2022-10-15 05:00:00,2022-10-19 05:00:00,2022-10-19 05:00:00,0,0,Satınalma-Seyfettin
2022-10-12 06:00:00,Nevşehir Hammadde Tic. A.Ş.,87.0,87,87,Melas,3800,330600,59508.0,390108.0,2022-10-12 06:00:00,2022-10-15 06:00:00,2022-10-16 06:00:00,2022-10-16 06:00:00,0,0,Satınalma -Süreyya
2022-10-12 07:00:00,Ruşeym Hammadde Tic. A.Ş.,71.0,71,71,VPC,1450,102950,18531.0,121481.0,2022-10-12 07:00:00,2022-10-14 07:00:00,2022-10-17 07:00:00,2022-10-17 07:00:00,0,0,Satınalma-Seyfettin
2022-10-12 08:00:00,Tahsinli Hammadde Tic. A.Ş.,4.0,4,4,İthal kepek,270.0,1080.0,194.4,1274.4,2022-10-12 08:00:00,2022-10-14 08:00:00,2022-10-17 08:00:00,2022-10-17 08:00:00,0,0,Satınalma -Süreyya
2022-10-12 09:00:00,Edirne Hammadde Tic. A.Ş.,190.0,190,190,Bisküvit,950,180500,32490.0,212990.0,2022-10-12 09:00:00,2022-10-15 09:00:00,2022-10-19 09:00:00,2022-10-19 09:00:00,0,0,Satınalma-Tahir
2022-10-12 10:00:00,Tahsinli Hammadde Tic. A.Ş.,148.0,148,148,ATK (%26-28),180,26640,4795.2,31435.2,2022-10-12 10:00:00,2022-10-15 10:00:00,2022-10-18 10:00:00,2022-10-18 10:00:00,0,1,Satınalma-Kasım
2022-10-12 11:00:00,Karadere Hammadde Tic. A.Ş.,78.0,78,78,Melas,3800,296400,53352.0,349752.0,2022-10-12 11:00:00,2022-10-14 11:00:00,2022-10-18 11:00:00,2022-10-18 11:00:00,0,0,Satınalma-Sıddık
2022-10-12 12:00:00,Ordulu Hammadde Tic. A.Ş.,89.0,89,89,Melas,3800,338200,60876.0,399076.0,2022-10-12 12:00:00,2022-10-15 12:00:00,2022-10-15 12:00:00,2022-10-15 12:00:00,0,0,Satınalma-Kasım
2022-10-12 13:00:00,Şamıtlı Hammadde Tic. A.Ş.,19.0,19,19,Organik selenyum,925.0,17575.0,3163.5,20738.5,2022-10-12 13:00:00,2022-10-14 13:00:00,2022-10-15 13:00:00,2022-10-15 13:00:00,0,0,Satınalma-Kasım
2022-10-12 14:00:00,Güzel Hammadde Tic. A.Ş.,74.0,74,74,Masarasyon suyu,860,63640,11455.199999999999,75095.2,2022-10-12 14:00:00,2022-10-15 14:00:00,2022-10-19 14:00:00,2022-10-19 14:00:00,0,0,Satınalma-Sıddık
2022-10-12 15:00:00,Şamıtlı Hammadde Tic. A.Ş.,10.0,10,10,Amonyum klorür,890.0,8900.0,1602.0,10502.0,2022-10-12 15:00:00,2022-10-14 15:00:00,2022-10-17 15:00:00,2022-10-17 15:00:00,0,0,Satınalma -Süreyya
2022-10-12 16:00:00,Uğrakdere Hammadde Tic. A.Ş.,4.0,4,4,Amonyum klorür,890.0,3560.0,640.8,4200.8,2022-10-12 16:00:00,2022-10-14 16:00:00,2022-10-15 16:00:00,2022-10-15 16:00:00,0,0,Satınalma -Süreyya
2022-10-12 17:00:00,Salihli Hammadde Tic. A.Ş.,96.0,96,96,Bisküvit,950,91200,16416.0,107616.0,2022-10-12 17:00:00,2022-10-15 17:00:00,2022-10-15 17:00:00,2022-10-15 17:00:00,0,0,Satınalma-Kasım
2022-10-12 18:00:00,Panama Hammadde Tic. A.Ş.,158.0,158,158,Razmol,1100,173800,31284.0,205084.0,2022-10-12 18:00:00,2022-10-14 18:00:00,2022-10-18 18:00:00,2022-10-18 18:00:00,0,1,Satınalma -Süreyya
2022-10-12 19:00:00,Mersinli Hammadde Tic. A.Ş.,13.0,13,13,Sodyum bikarbonat,530.0,6890.0,1240.2,8130.2,2022-10-12 19:00:00,2022-10-14 19:00:00,2022-10-15 19:00:00,2022-10-15 19:00:00,0,0,Satınalma-Kasım
2022-10-12 20:00:00,Salihli Hammadde Tic. A.Ş.,77.0,77,77,Fındık küspesi,4300,331100,59598.0,390698.0,2022-10-12 20:00:00,2022-10-14 20:00:00,2022-10-14 20:00:00,2022-10-14 20:00:00,0,0,Satınalma-Sıddık
2022-10-12 21:00:00,Formül Hammadde Tic. A.Ş.,13.0,13,13,Tuz,150.0,1950.0,351.0,2301.0,2022-10-12 21:00:00,2022-10-15 21:00:00,2022-10-19 21:00:00,2022-10-19 21:00:00,0,0,Satınalma-Seyfettin
2022-10-12 22:00:00,Salihli Hammadde Tic. A.Ş.,149.0,149,149,Mermer tozu,150,22350,4023.0,26373.0,2022-10-12 22:00:00,2022-10-14 22:00:00,2022-10-14 22:00:00,2022-10-14 22:00:00,0,0,Satınalma-Tahir
2022-10-12 23:00:00,Iğdır Hammadde Tic. A.Ş.,169.0,169,169,ATK (%26-28),180,30420,5475.599999999999,35895.6,2022-10-12 23:00:00,2022-10-14 23:00:00,2022-10-15 23:00:00,2022-10-15 23:00:00,0,0,Satınalma -Süreyya
2022-10-13 00:00:00,Güzel Hammadde Tic. A.Ş.,52.0,52,52,VPC,1450,75400,13572.0,88972.0,2022-10-13 00:00:00,2022-10-16 00:00:00,2022-10-19 00:00:00,2022-10-19 00:00:00,0,0,Satınalma-Sıddık
2022-10-13 01:00:00,Mersinli Hammadde Tic. A.Ş.,108.0,108,108,ATK (%30-32),160,17280,3110.4,20390.4,2022-10-13 01:00:00,2022-10-16 01:00:00,2022-10-19 01:00:00,2022-10-19 01:00:00,0,0,Satınalma-Seyfettin
2022-10-13 02:00:00,Formül Hammadde Tic. A.Ş.,8.0,8,8,Organik selenyum,925.0,7400.0,1332.0,8732.0,2022-10-13 02:00:00,2022-10-16 02:00:00,2022-10-18 02:00:00,2022-10-18 02:00:00,0,0,Satınalma-Tahir
2022-10-13 03:00:00,Dünya Hammadde Tic. A.Ş.,19.0,19,19,Amonyum klorür,890.0,16910.0,3043.7999999999997,19953.8,2022-10-13 03:00:00,2022-10-16 03:00:00,2022-10-18 03:00:00,2022-10-18 03:00:00,0,0,Satınalma -Süreyya
2022-10-13 04:00:00,Buhara Hammadde Tic. A.Ş.,104.0,104,104,Masarasyon suyu,860,89440,16099.199999999999,105539.2,2022-10-13 04:00:00,2022-10-16 04:00:00,2022-10-18 04:00:00,2022-10-18 04:00:00,0,0,Satınalma -Süreyya
2022-10-13 05:00:00,Dünya Hammadde Tic. A.Ş.,118.0,118,118,Melas,3800,448400,80712.0,529112.0,2022-10-13 05:00:00,2022-10-15 05:00:00,2022-10-19 05:00:00,2022-10-19 05:00:00,0,0,Satınalma-Tahir
2022-10-13 06:00:00,Karadere Hammadde Tic. A.Ş.,11.0,11,11,Natmin,250.0,2750.0,495.0,3245.0,2022-10-13 06:00:00,2022-10-15 06:00:00,2022-10-17 06:00:00,2022-10-17 06:00:00,0,0,Satınalma-Sıddık
2022-10-13 07:00:00,Tahsinli Hammadde Tic. A.Ş.,17.0,17,17,Tuz,150.0,2550.0,459.0,3009.0,2022-10-13 07:00:00,2022-10-16 07:00:00,2022-10-18 07:00:00,2022-10-18 07:00:00,0,0,Satınalma-Tahir
2022-10-13 09:00:00,Ordulu Hammadde Tic. A.Ş.,4.0,4,4,Vanilya aroması,380.0,1520.0,273.59999999999997,1793.6,2022-10-13 09:00:00,2022-10-16 09:00:00,2022-10-18 09:00:00,2022-10-18 09:00:00,0,0,Satınalma-Kasım
2022-10-13 10:00:00,Karadere Hammadde Tic. A.Ş.,19.0,19,19,Kekik aroması,920.0,17480.0,3146.4,20626.4,2022-10-13 10:00:00,2022-10-16 10:00:00,2022-10-20 10:00:00,2022-10-20 10:00:00,0,0,Satınalma-Seyfettin
2022-10-13 12:00:00,Mersinli Hammadde Tic. A.Ş.,50.0,50,50,VPC,1450,72500,13050.0,85550.0,2022-10-13 12:00:00,2022-10-16 12:00:00,2022-10-19 12:00:00,2022-10-19 12:00:00,0,0,Satınalma-Kasım
2022-10-13 13:00:00,Ruşeym Hammadde Tic. A.Ş.,135.0,135,135,Buğday,9250,1248750,224775.0,1473525.0,2022-10-13 13:00:00,2022-10-16 13:00:00,2022-10-19 13:00:00,2022-10-19 13:00:00,0,0,Satınalma-Tahir
2022-10-13 14:00:00,Buhara Hammadde Tic. A.Ş.,14.0,14,14,İthal kepek,270.0,3780.0,680.4,4460.4,2022-10-13 14:00:00,2022-10-16 14:00:00,2022-10-17 14:00:00,2022-10-17 14:00:00,0,0,Satınalma-Kasım
2022-10-13 15:00:00,Ordulu Hammadde Tic. A.Ş.,148.0,148,148,Bisküvit,950,140600,25308.0,165908.0,2022-10-13 15:00:00,2022-10-16 15:00:00,2022-10-20 15:00:00,2022-10-20 15:00:00,0,0,Satınalma-Sıddık
2022-10-13 16:00:00,Özeniş Hammadde Tic. A.Ş.,133.0,133,133,Arpa,7500,997500,179550.0,1177050.0,2022-10-13 16:00:00,2022-10-16 16:00:00,2022-10-20 16:00:00,2022-10-20 16:00:00,0,0,Satınalma-Kasım
2022-10-13 17:00:00,Uğrakdere Hammadde Tic. A.Ş.,19.0,19,19,Natmin,250.0,4750.0,855.0,5605.0,2022-10-13 17:00:00,2022-10-16 17:00:00,2022-10-19 17:00:00,2022-10-19 17:00:00,0,0,Satınalma -Süreyya
2022-10-13 18:00:00,Uğrakdere Hammadde Tic. A.Ş.,185.0,185,185,Buğday,9250,1711250,308025.0,2019275.0,2022-10-13 18:00:00,2022-10-16 18:00:00,2022-10-19 18:00:00,2022-10-19 18:00:00,0,0,Satınalma-Sıddık
2022-10-13 19:00:00,Karadere Hammadde Tic. A.Ş.,130.0,130,130,Ruminant besi vm,2800,364000,65520.0,429520.0,2022-10-13 19:00:00,2022-10-15 19:00:00,2022-10-19 19:00:00,2022-10-19 19:00:00,0,0,Satınalma -Süreyya
2022-10-13 20:00:00,Dünya Hammadde Tic. A.Ş.,118.0,118,118,Fındık küspesi,4300,507400,91332.0,598732.0,2022-10-13 20:00:00,2022-10-15 20:00:00,2022-10-15 20:00:00,2022-10-15 20:00:00,0,0,Satınalma-Sıddık
2022-10-13 21:00:00,Uğrakdere Hammadde Tic. A.Ş.,137.0,137,137,Razmol,1100,150700,27126.0,177826.0,2022-10-13 21:00:00,2022-10-15 21:00:00,2022-10-18 21:00:00,2022-10-18 21:00:00,0,0,Satınalma-Sıddık
2022-10-13 22:00:00,LDK Hammadde Tic. A.Ş.,163.0,163,163,Bisküvit,950,154850,27873.0,182723.0,2022-10-13 22:00:00,2022-10-16 22:00:00,2022-10-18 22:00:00,2022-10-18 22:00:00,3,0,Satınalma-Seyfettin
2022-10-13 23:00:00,Iğdır Hammadde Tic. A.Ş.,114.0,114,114,VPC,1450,165300,29754.0,195054.0,2022-10-13 23:00:00,2022-10-15 23:00:00,2022-10-15 23:00:00,2022-10-15 23:00:00,0,0,Satınalma-Seyfettin
2022-10-14 00:00:00,Ceyhan Hammadde Tic. A.Ş.,51.0,51,51,ATK (%30-32),160,8160,1468.8,9628.8,2022-10-14 00:00:00,2022-10-17 00:00:00,2022-10-21 00:00:00,2022-10-21 00:00:00,1,0,Satınalma-Sıddık
2022-10-14 02:00:00,Karadere Hammadde Tic. A.Ş.,19.0,19,19,Natmin,250.0,4750.0,855.0,5605.0,2022-10-14 02:00:00,2022-10-16 02:00:00,2022-10-20 02:00:00,2022-10-20 02:00:00,0,0,Satınalma-Sıddık
2022-10-14 03:00:00,Buhara Hammadde Tic. A.Ş.,21.0,21,21,Ruminant besi vm,2800,58800,10584.0,69384.0,2022-10-14 03:00:00,2022-10-16 03:00:00,2022-10-18 03:00:00,2022-10-18 03:00:00,0,0,Satınalma-Seyfettin
2022-10-14 04:00:00,LDK Hammadde Tic. A.Ş.,10.0,10,10,Sodyum bikarbonat,530.0,5300.0,954.0,6254.0,2022-10-14 04:00:00,2022-10-16 04:00:00,2022-10-18 04:00:00,2022-10-18 04:00:00,0,0,Satınalma-Seyfettin
2022-10-14 05:00:00,Şamıtlı Hammadde Tic. A.Ş.,7.0,7,7,Organik selenyum,925.0,6475.0,1165.5,7640.5,2022-10-14 05:00:00,2022-10-17 05:00:00,2022-10-18 05:00:00,2022-10-18 05:00:00,0,0,Satınalma-Seyfettin
2022-10-14 06:00:00,Ruşeym Hammadde Tic. A.Ş.,32.0,32,32,ATK (%26-28),180,5760,1036.8,6796.8,2022-10-14 06:00:00,2022-10-17 06:00:00,2022-10-21 06:00:00,2022-10-21 06:00:00,0,0,Satınalma-Kasım
2022-10-14 07:00:00,Şamıtlı Hammadde Tic. A.Ş.,33.0,33,33,Masarasyon suyu,860,28380,5108.4,33488.4,2022-10-14 07:00:00,2022-10-16 07:00:00,2022-10-19 07:00:00,2022-10-19 07:00:00,0,0,Satınalma-Tahir
2022-10-14 08:00:00,Tahsinli Hammadde Tic. A.Ş.,56.0,56,56,Melas,3800,212800,38304.0,251104.0,2022-10-14 08:00:00,2022-10-16 08:00:00,2022-10-20 08:00:00,2022-10-20 08:00:00,0,1,Satınalma-Seyfettin
2022-10-14 09:00:00,Karadere Hammadde Tic. A.Ş.,139.0,139,139,Ruminant besi vm,2800,389200,70056.0,459256.0,2022-10-14 09:00:00,2022-10-17 09:00:00,2022-10-20 09:00:00,2022-10-20 09:00:00,0,0,Satınalma-Seyfettin
2022-10-14 10:00:00,Ruşeym Hammadde Tic. A.Ş.,176.0,176,176,ATK (%30-32),160,28160,5068.8,33228.8,2022-10-14 10:00:00,2022-10-16 10:00:00,2022-10-17 10:00:00,2022-10-17 10:00:00,0,0,Satınalma-Sıddık
2022-10-14 11:00:00,Panama Hammadde Tic. A.Ş.,93.0,93,93,Ruminant besi vm,2800,260400,46872.0,307272.0,2022-10-14 11:00:00,2022-10-17 11:00:00,2022-10-17 11:00:00,2022-10-17 11:00:00,0,0,Satınalma -Süreyya
2022-10-14 12:00:00,Ordulu Hammadde Tic. A.Ş.,131.0,131,131,Fındık küspesi,4300,563300,101394.0,664694.0,2022-10-14 12:00:00,2022-10-17 12:00:00,2022-10-17 12:00:00,2022-10-17 12:00:00,0,0,Satınalma-Sıddık
2022-10-14 13:00:00,Buhara Hammadde Tic. A.Ş.,15.0,15,15,Vanilya aroması,380.0,5700.0,1026.0,6726.0,2022-10-14 13:00:00,2022-10-17 13:00:00,2022-10-19 13:00:00,2022-10-19 13:00:00,0,0,Satınalma-Sıddık
2022-10-14 15:00:00,Buhara Hammadde Tic. A.Ş.,30.0,30,30,Razmol,1100,33000,5940.0,38940.0,2022-10-14 15:00:00,2022-10-16 15:00:00,2022-10-17 15:00:00,2022-10-17 15:00:00,0,1,Satınalma-Seyfettin
2022-10-14 16:00:00,Ceyhan Hammadde Tic. A.Ş.,16.0,16,16,Sodyum bikarbonat,530.0,8480.0,1526.3999999999999,10006.4,2022-10-14 16:00:00,2022-10-16 16:00:00,2022-10-19 16:00:00,2022-10-19 16:00:00,0,0,Satınalma-Kasım
2022-10-14 18:00:00,Güzel Hammadde Tic. A.Ş.,167.0,167,167,Melas,3800,634600,114228.0,748828.0,2022-10-14 18:00:00,2022-10-16 18:00:00,2022-10-16 18:00:00,2022-10-16 18:00:00,0,0,Satınalma-Seyfettin
2022-10-14 19:00:00,Nevşehir Hammadde Tic. A.Ş.,26.0,26,26,Mermer tozu,150,3900,702.0,4602.0,2022-10-14 19:00:00,2022-10-16 19:00:00,2022-10-18 19:00:00,2022-10-18 19:00:00,0,0,Satınalma-Seyfettin
2022-10-14 20:00:00,Ruşeym Hammadde Tic. A.Ş.,12.0,12,12,Natmin,250.0,3000.0,540.0,3540.0,2022-10-14 20:00:00,2022-10-16 20:00:00,2022-10-17 20:00:00,2022-10-17 20:00:00,0,0,Satınalma-Sıddık
2022-10-14 21:00:00,LDK Hammadde Tic. A.Ş.,99.0,99,99,Mermer tozu,150,14850,2673.0,17523.0,2022-10-14 21:00:00,2022-10-16 21:00:00,2022-10-20 21:00:00,2022-10-20 21:00:00,0,0,Satınalma-Sıddık
2022-10-14 22:00:00,Asrın Hammadde Tic. A.Ş.,192.0,192,192,Melas,3800,729600,131328.0,860928.0,2022-10-14 22:00:00,2022-10-17 22:00:00,2022-10-18 22:00:00,2022-10-18 22:00:00,0,0,Satınalma -Süreyya
2022-10-14 23:00:00,Asrın Hammadde Tic. A.Ş.,103.0,103,103,VPC,1450,149350,26883.0,176233.0,2022-10-14 23:00:00,2022-10-16 23:00:00,2022-10-18 23:00:00,2022-10-18 23:00:00,0,0,Satınalma -Süreyya
2022-10-15 00:00:00,Edirne Hammadde Tic. A.Ş.,173.0,173,173,Mısır,6000,1038000,186840.0,1224840.0,2022-10-15 00:00:00,2022-10-17 00:00:00,2022-10-19 00:00:00,2022-10-19 00:00:00,0,0,Satınalma-Tahir
2022-10-15 01:00:00,LDK Hammadde Tic. A.Ş.,95.0,95,95,Masarasyon suyu,860,81700,14706.0,96406.0,2022-10-15 01:00:00,2022-10-18 01:00:00,2022-10-21 01:00:00,2022-10-21 01:00:00,0,0,Satınalma-Tahir
2022-10-15 02:00:00,LDK Hammadde Tic. A.Ş.,113.0,113,113,Fındık küspesi,4300,485900,87462.0,573362.0,2022-10-15 02:00:00,2022-10-17 02:00:00,2022-10-17 02:00:00,2022-10-17 02:00:00,0,0,Satınalma-Sıddık
2022-10-15 04:00:00,Özeniş Hammadde Tic. A.Ş.,7.0,7,7,İthal kepek,270.0,1890.0,340.2,2230.2,2022-10-15 04:00:00,2022-10-17 04:00:00,2022-10-18 04:00:00,2022-10-18 04:00:00,3,0,Satınalma-Tahir
2022-10-15 05:00:00,Mersinli Hammadde Tic. A.Ş.,19.0,19,19,Vanilya aroması,380.0,7220.0,1299.6,8519.6,2022-10-15 05:00:00,2022-10-18 05:00:00,2022-10-20 05:00:00,2022-10-20 05:00:00,0,0,Satınalma-Sıddık
2022-10-15 06:00:00,Özeniş Hammadde Tic. A.Ş.,10.0,10,10,Kekik aroması,920.0,9200.0,1656.0,10856.0,2022-10-15 06:00:00,2022-10-17 06:00:00,2022-10-21 06:00:00,2022-10-21 06:00:00,0,0,Satınalma -Süreyya
2022-10-15 07:00:00,Salihli Hammadde Tic. A.Ş.,132.0,132,132,VPC,1450,191400,34452.0,225852.0,2022-10-15 07:00:00,2022-10-17 07:00:00,2022-10-19 07:00:00,2022-10-19 07:00:00,0,0,Satınalma-Kasım
2022-10-15 08:00:00,Özeniş Hammadde Tic. A.Ş.,158.0,158,158,Mısır,6000,948000,170640.0,1118640.0,2022-10-15 08:00:00,2022-10-18 08:00:00,2022-10-20 08:00:00,2022-10-20 08:00:00,0,0,Satınalma-Tahir
2022-10-15 10:00:00,Mersinli Hammadde Tic. A.Ş.,37.0,37,37,VPC,1450,53650,9657.0,63307.0,2022-10-15 10:00:00,2022-10-18 10:00:00,2022-10-18 10:00:00,2022-10-18 10:00:00,0,0,Satınalma-Kasım
